education_id,title,description,date_range,candidate_id,degrees_amt
73680,Udemy Alumni,"Diseñadora web, Desarrollo de páginas web, contenido digital/multimedia y recursos informáticos",February 2021 – June 2021,34620,3
73681,Udemy Alumni,"Diseñadora Web, Diseño multimedia",February 2021 – June 2021,34620,3
73682,UNSAM - Universidad de San Martin,Lic.en Economía (en curso),,34622,1
73683,Kibernum IT Academy,"Cloud Architecture Specialization Programs, IT Engineering",October 2020 – April 2021,34623,3
73684,Universidad Diego Portales,"Master of Business Administration (M.B.A.), Direction & Operations",2012 – 2014,34623,3
73685,Universidad Diego Portales,"Engineer's degree, Computer Systems Networking and Telecommunications",2002 – 2009,34623,3
73686,Universidad Nacional de General Sarmiento,,2014 – 2014,34624,1
73687,ORT Argentina,Analista de sistemas,2021 – 2023,34625,2
73688,Colegio Emaus,"Tecnicatura, Electromecanica",2011 – 2017,34625,2
73689,UTN BA,Ingeniería en Sistemas de Información,2012 – 2016,34626,2
73690,Dante Alighieri Bariloche,Bachiller especializado en Informática,2007 – 2011,34626,2
73691,Universidad Nacional de la Patagonia San Juan Bosco,"Analista, Informática - sistemas",2005 – 2009,34627,2
73692,"Asoc. de Audit., Gob. y Seguridad de Sistemas Informáticos AGASSI. Centro de Innovación Tecnologica","Diplomado en Gobierno, Auditoría y Seguridad de Sistemas de Información., Gobierno, Auditoría y Seguridad de Sistemas de Información",2015 – 2015,34627,2
73693,C.E.R,"Tecnico en refrigeración y aires acondionado., Mantenimiento de sistemas de calefacción, aire acondicionado, ventilación y refrigeración",January 2021 – May 2021,34628,1
73694,Instituto Superior San Agustín,"Analista programador en desarrollo de aplicaciones, Ingeniería de sistemas",2006 – 2010,34629,1
73695,Universidad de Chile,Bs. Computer Science Engineering,March 2015 – April 2021,34630,1
73696,Universidad Tecnológica Nacional,Tecnico superior en programacion y sistemas informaticos,2016 – 2019,34631,1
73697,Universidad Nacional de Córdoba,"Magister en Estadística Aplicada, Biometría, Econometría y Ciencias Sociales",2012 – 2020,34632,3
73698,Universidad Empresarial 'Siglo 21',"Licenciatura, en Marketing",2007 – 2009,34632,3
73699,Universidad Empresarial 'Siglo 21'​,"Analista Universitario, Mercado y Estrategias de Comercialización",2004 – 2006,34632,3
73700,Universidad Torcuato Di Tella,"Bachelor's degree, Licenciatura en Economía Empresarial",February 2017 – July 2021,34633,3
73701,Universidad Carlos III de Madrid,International Exchange Program,2020,34633,3
73702,NORTHLANDS School Official,,2004 – 2016,34633,3
73704,Univerzita Karlova v Praze,"Master's degree, Software Engineering",1996 – 2003,34635,3
73705,Universidad de Granada,"Master's degree, Soft Computing y Systemas Inteligente",2007 – 2008,34635,3
73706,Gymnazium Arabská,Informatika,1992 – 1996,34635,3
73707,National University of Rosario,"Licentiate degree, Computer Science",2004 – 2016,34636,1
73708,Universidad de Buenos Aires,"Estudante, Design Gráfico",2012 – 2018,34637,5
73709,Digital House,"UX Designer, Human Computer Interaction",2017 – 2017,34637,5
73710,Coderhouse,"UX Designer, Interação Homem-Computador; User Experience; Design Web; App",2016 – 2016,34637,5
73711,Espacio Virgen,"UX/UI Designer, Web Design",2016 – 2016,34637,5
73712,Universidade Federal do Espírito Santo,Bacharelado em Comunicação Social,2005 – 2010,34637,5
73713,Universidad Nacional de La Matanza,,,34638,1
73714,Universidad Kennedy,"Licenciatura, Licenciatura en Sistemas",2003 – 2008,34639,3
73715,Instituto Superior Perito Moreno,"Profesional en uso y conservación de recursos naturales., Ciencias Ambientales",2009 – 2011,34639,3
73716,freeCodeCamp,,,34639,3
73717,Universidad Abierta Interamericana,"Ingenieria en Sistemas, Information Technology",2005 – 2010,34640,1
73718,Centro Educativo Tecnico Laboral KINAL,"Perito En Informática, Perito en Informática",2015 – 2017,34641,1
73719,Cisco Networking Academy,"CCNA, CCNA",2001 – 2002,34642,1
73720,UCALP Universidad Católica La Plata,"Ingeniero en Sistemas de Informacionm, Ingeniero en Sistemas de Informacionm",2006 – 2012,34643,3
73721,IPAP,"Diplomatura, Diplomatura en la Gestion Publica",2017 – 2018,34643,3
73722,UTN - Laplata,Análisis de sistemas informáticos/Analista,1998 – 2000,34643,3
74014,Instituto Nacional Superior del Profesorado Tecnico - INSPT,"Senior Technician in Applied Informatics, Higher Technique in Applied Informatics",2019 – 2022,34784,4
74336,Pontificia Universidad Javeriana,"Engineering management systems Specialist, Project Management",2009 – 2011,34901,2
74337,Universidad Industrial de Santander,"Software engineer, Software engineering",2000 – 2006,34901,2
74338,Universidade Federal de Pernambuco,"Academic Interchange, Computer Information Systems",2018 – 2019,34902,4
74339,Universidade Federal do Rio Grande do Norte,"Bachelor of Technology - BTech, Information Technology",2015 – 2019,34902,4
74340,Universidade do Estado do Rio Grande do Norte,"Bachelor's degree, Computer Science",2014 – 2015,34902,4
74341,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte","Technician and High School Diploma, Software Development and Educitional Robotics",2011 – 2014,34902,4
74342,Universidad Industrial de Santander,"Bachelor's degree, Systems Engineering",2013 – 2019,34903,1
74343,Pontifícia Universidade Católica de Goiás,Bachelor of Computer Science,2014 – 2018,34904,2
74344,Rocketseat,"Full Stack Developer, ReactJS, React Native and NodeJS.",2019 – 2020,34904,2
74345,Universidad del Rosario,"Especialista en Gerencia de proyectos, Gestión de proyectos",2015 – 2015,34905,3
74346,Universidad de Los Andes,"Esp. Construcción de Software, Ingeniería informática",2011 – 2012,34905,3
74347,Escuela Colombiana de Ingeniería 'Julio Garavito',"Grado en Ingeniería, Ingeniería informática",2004 – 2010,34905,3
74348,Universidad de Los Andes,"Software building specialist, Computer Science",2007 – 2008,34906,3
74349,Escuela de Administración de Negocios,"Finances for non finance experts, Finance, General",2010 – 2010,34906,3
74350,Pontificia Universidad Javeriana,"Systems Engineer, Computer Science",2001 – 2005,34906,3
74015,Mayflower Institute,First Certificate in English,2020 – 2021,34784,4
74016,Centro de Formacion Profesional N°8 - SMATA | Medrano,"-, Programación informática, general",2018 – 2019,34784,4
74017,Instituto San Roque,"Perito Mercantil con Orientación a la Programación, Educación secundaria",2013 – 2018,34784,4
74445,Universidade São Judas Tadeu,"Bacharelado em Sistemas de Informação, Sistemas de Informação",2013 – 2016,34935,1
74565,Universidad Nacional del Nordeste,Licenciatura en Economía,2007 – 2019,34996,2
74566,Instituto Económico Nacional,"Programación Neurolingüistica y Oratoria, Oratoria",2014 – 2014,34996,2
74567,Instituto Universitario de Tecnología de Administración Industrial,"Sin culminar, Tecnología de la información",2006 – 2008,34997,1
74568,Universidad de Costa Rica,"Licenciatura, Ingeniería industrial",2014 – 2019,34998,1
74579,Universidad Tecnológica Nacional,"Ingeniería, Ingeniería de sistemas",2011 – 2012,35003,1
75242,Universidad APEC,"Engineer’s Degree, Computer Software Engineering",2015 – 2018,35346,3
75243,Dominico Americano,"Immersion English, english language",2015 – 2015,35346,3
75244,Las Americas Institute of Technology,"Bachelor's degree, Computer Software Technology/Technician",2012 – 2014,35346,3
75245,Universidad de las Ciencias Informáticas,"Ingeniería, Ingeniería informática",2008 – 2013,35347,1
75246,Universidad del Valle (BO),"Diplomatura en Big Data, Analytics y Business Inteligence, Análisis de sistemas informáticos/Analista",2019 – 2020,35348,2
75247,Universidad Mayor de San Simon,"Ingeniero de Sistemas, Programación informática, aplicaciones específicas",2010 – 2016,35348,2
75248,PECB,"PECB Certified ISO/IEC 27001 Lead Implementer, Security",2018 – 2018,35349,13
75249,Axelos,"ITIL Foundation Certificate in IT Service Management, IT Governance & Service Management",2018 – 2018,35349,13
75250,Datacentersuite-latam,Diseño de Data Center Normado (SCIT-003),2013 – 2013,35349,13
75251,Cognos,"MS-20341 Core Solutions of Microsoft Exchange Server 2013, Information Technology",2013 – 2013,35349,13
75252,COSIM TI,"Oficial de Seguridad Informática (OSI), Seguridad Informática",2013 – 2013,35349,13
75253,Microsoft Certified Professional,"Microsoft Certified Technology Specialist (MCTS), Information Technology",2011 – 2011,35349,13
75254,Ethical Shields - Cognos,"CCFI Certified Computer Forensics Investigator (1032V1), Seguridad Informática",2011 – 2011,35349,13
75255,Universidad Católica 'Santa Teresa de Jesús' de Ávila,"Postgrado en Implantación de Seguridad en Sistemas Informáticos, Seguridad Informática",2009 – 2010,35349,13
75256,I-SEC (Brasil) e I-RET (Bolivia),"Análisis Forense Informático, Seguridad Informática",2007 – 2007,35349,13
75257,"Universidad Austral, Buenos Aires","Resolución de Problemas Complejos, Seminario",2007 – 2007,35349,13
75258,Universidad Privada de Santa Cruz de la Sierra,"Conceptos Básicos de Auditoría, Seguridad Informática",2007 – 2007,35349,13
75259,Network Academy (UPSA),"Cisco Certified Network Associated (CCNA), Networking",2004 – 2006,35349,13
75260,Universidad Católica Boliviana,"Ingeniero de Sistemas, Information Technology",1999 – 2004,35349,13
75987,Hood College,"Master's degree, Information Technology",2021 – 2024,20115,2
76339,Universidad Tecnológica Nacional,"ingeniero en sistemas de informacion, ingeniería en sistemas de informacion",2008 – 2014,35841,3
76397,Brother Escuela de Creativos,"Integral Creativity, Advertising / Creativity",2019 – 2019,35867,5
76398,University of Salvador,"Bachelor of Information Systems, Information Technology",2015 – 2016,35867,5
76399,National Technological University,"Higher Computer Systems Technician, Systems Analysis",2011 – 2014,35867,5
76400,National Technological University,"Higher Programming Technician, Computer Programming",2011 – 2013,35867,5
76401,Dr. Juan Segundo Fernández Institute,"High School Bachelor of Services Production, Electromechanical Technician, Industrial",2006 – 2011,35867,5
76340,Academia Local CISCO,Programador Java,2013 – 2013,35841,3
76341,Red Milenium,"Técnico en Redes de informacion, Administración/Administrador de redes y sistemas",2012 – 2013,35841,3
76785,Universidad de Buenos Aires,Actuario en Administración (Fac. Ciencias Económicas - Univ. de Buenos Aires),2011 – 2019,36001,1
76786,Pontificia Universidad Católica de Chile,Diplomado en Minería de Datos y Procesos,2019 – 2019,36002,2
76787,Duoc UC,Ingeniero en Informática,2013 – 2017,36002,2
76788,Self taught,,,36003,3
76789,INACAP,"Computer Programming/Programmer, General",2015 – 2016,36003,3
76790,Santo Tomás,Computer Engineering,2013 – 2014,36003,3
76795,Universidad Nacional de La Plata,"Ingeniería, Ingeniería industrial",2013 – 2020,36005,1
76818,ORT Argentina,Analista de Sistemas,2020 – 2022,36013,5
76819,Digital House Argentina,"Programador Web Full Stack, FullStack",2019 – 2019,36013,5
76820,Cisco Networking Academy,CCNA modulo 1,2017 – 2017,36013,5
76821,Universidad Católica Andrés Bello,Ingeniería de telecomunicaciones 4to semestre,2015,36013,5
76846,Universidad de Palermo,"Licenciatura en Redes y Telecomunicaciones, Ingeniería de telecomunicaciones",2018 – 2020,36020,3
76847,Universidad Tecnológica Nacional,"Ingeniero en Sistemas de Información, Ingeniería informática",2014 – 2017,36020,3
76848,Universidad de Buenos Aires / UBA,"Ingenieria Civil, Física",2011 – 2014,36020,3
76855,Universidad Latina de Costa Rica,Systems Engineering,2004 – 2013,36025,4
76856,TecMedia,Comptia Security +,2016,36025,4
76857,CTE Global,Itilv3 Foundations,2015,36025,4
76858,Nueva Esperanza,,1999 – 2003,36025,4
78300,UCL,"MSc, Software Systems Engineering",2018 – 2019,36712,3
76692,Universidad Austral de Chile,"Geologist, Geology/Earth Sciences",2013 – 2019,35972,1
77102,Guararapes College,"Bachelor of Computer Science - Unfinished, TI",2010,36146,1
79230,Instituto Tecnológico de Ciudad Victoria,,,37092,1
78301,"University of Concepcion, Chile","MSc Industrial Engineering, Industrial Engineering",2016 – 2017,36712,3
78302,"University of Concepcion, Chile","Software Engineering, Software Engineering",2010 – 2016,36712,3
78307,Universidad Nacional de La Matanza,"Licenciado, Relaciones laborales",2011 – 2017,36716,3
78308,Universidad Siglo 21,"Master of Business Administration - MBA, Administración y gestión de empresas, general",2019 – 2021,36716,3
78309,Coderhouse,"Desarrollo full stack, Desarrollo web",2020 – 2021,36716,3
78397,FAESA,"Pós graduação em ciência de dados, Ciências da Computação e Informática",2019 – 2021,36749,4
78398,Rocketseat,Bootcamp React,2021 – 2021,36749,4
78399,FAESA,"Análise e Desenvolvimento de Sistemas, Tecnologia da Informação",2015 – 2018,36749,4
78400,FAESA,"Sistemas de informação, Tecnologia da Informação",2013 – 2015,36749,4
78536,Universidade Católica de Pernambuco,Ciência da Computação,2013 – 2017,36791,1
79231,Universidad Autónoma Metropolitana,,,37093,1
78570,Universidad Nacional Arturo Jauretche,"Ingeniería, Ingeniería informática",2011 – 2015,36808,1
78571,Universidade Federal de Pelotas,"Bachelor's degree, Computer Science",2010 – 2016,36809,2
78572,University of Guelph,"Bachelor's degree, Computer Science",2013 – 2014,36809,2
79199,Universidad Tecnológica de Nezahualcóyotl,"Engineering, IT",2018 – 2019,37072,3
79200,Universidad Tecnológica de Nezahualcóyotl,"University Superior Technician(TSU), IT in Informatic Systems",2015 – 2017,37072,3
79201,Cisco Networking Academy,,,37072,3
79202,Instituto Tecnologico de Villahermosa,Ingenieria en Sistemas Computacioneles,2002 – 2007,37073,1
79203,Universidad Autónoma del Estado de México,"Ingeniería en Computación, Ciencias de la computación",1998 – 2004,37074,1
79204,Benemerita Universidad Autonoma de Puebla,"Licenciatura, Licenciatura en Ingeniería en Ciencias de la Computación",2010 – 2016,37075,1
79205,Universidad de Guadalajara,"Licenciatura, Ingenieria electronica y computacion",2012 – 2016,37076,1
79211,Infotec Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,"Maestría en Sistemas Embebidos, Ingeniería eléctrica y electrónica",2016 – 2018,37078,2
79212,Universidad Autónoma Metropolitana,"Computación, Ciencias básicas e ingeniería",1993 – 2000,37078,2
79213,Facultad de Ingeniería de la UNAM,"Grado en Ingeniería, Ingeniería en computación",2011 – 2016,37079,1
79214,CELA,"Licenciatura, Diseño gráfico y publicitario",2013 – 2017,37080,1
79215,ESCUELA SUPERIOR DE COMPUTO,Ingeniería en sistemas computacionales,,37081,1
79216,Instituto Tecnológico de Culiacán,Ingeniería en tecnologías de la información y comunicaciones,2011 – 2016,37082,1
79217,Universidad Nacional Autónoma de México,"Ingeniería, Ingeniería eléctrica y electrónica",2008 – 2013,37083,1
79218,Centro de Estudios Cortazar,Ing. en Sistemas Computacionales,2008 – 2011,37084,1
79219,Universidad Tres Culturas,"Ingeniero, Ingeniería en Sistemas Computacionales",2015 – 2018,37085,1
79220,Autonomous University of Aguascalientes,"Ingeniería en Sistemas Computacionales, Ingeniería de software",2010 – 2014,37086,2
79221,Universidad Autónoma de Aguascalientes,"Ingeniería, Sistemas computacionales",2010 – 2014,37086,2
79222,Universidad Autónoma de Baja California,"Licenciatura, Informática",2014 – 2018,37087,2
79223,UNIAT,"Videogame Programming in Unity®, Videojuegos y programación",2016 – 2017,37087,2
79224,Instituto tecnologico de san juan del rio,"Ingenieria en sistemas computacionales, desarrollo de software",2007 – 2011,37088,1
79226,UNIVA,Computational Systems Engeneering,2010 – 2014,37090,1
79227,Universidad De La Salle Bajío,Tecnologías Web y Dispositivos Móviles,2013 – 2015,37091,3
79228,UNIDEG,"Ingeniero en Sistemas Computacionales y Telemática, Sistemas Computacionales y Telemática",2018 – 2019,37091,3
79229,Universidad Tecnológica de León,TSU en Sistemas Informáticos,2006 – 2008,37091,3
79232,Universidad Tecnolócia Emiliano Zapata,"Ingeniería , Tecnología de la información",2010 – 2014,37094,2
79233,Universidad Tecnológica Emiliano Zapata,"Ingeniería, Tecnología de la información",2010 – 2014,37094,2
79234,Instituto Tecnológico de Aguascalientes,"Licenciatura, Tecnología de la información",2014 – 2018,37095,1
79235,Benemérita Universidad Autónoma de Puebla.,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN.,2007 – 2011,37096,3
79236,Universidad Tecnológica de Puebla.,"TÉCNICO SUPERIOR UNIVERSITARIO EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN, SISTEMAS INFORMÁTICOS.",2005 – 2008,37096,3
79237,Centro de Bachillerato Tecnológico Industrial y de Servicios no. 260.,TÉCNICO EN COMPUTACIÓN.,2002 – 2005,37096,3
79238,Universidad Politécnica de Pachuca,"Ingeniería, Ingeniería de software",,37097,1
79239,Universidad de Guanajuato,"Computer Systems Engineer, Information Systems",2009 – 2013,37098,1
79240,IPN ESCOM,"Bachelor's degree, Systems Engineering",2002 – 2006,37099,1
79241,CEDIM México,"Licentiate degree, Diseño y Desarrollo de Producto",2013 – 2017,37100,1
79242,Instituto Tecnológico de Zacatepec,Ingeniería en Sistemas Computacionales,2011 – 2016,37101,1
79243,Generation USA,"Java Full-Stack Developer Bootcamp, Web Development",2020 – 2020,37102,3
79244,Universidad de Colima,"Ingeniería, Ingeniería electrónica, robótica y mecatrónica",2013 – 2018,37102,3
79245,Universidad de Colima,"Tecnicatura, Análisis de sistemas informáticos/Analista",2010 – 2013,37102,3
79246,Unidad Profesional Interdisciplinaria de Ingeniería y Ciencias Sociales y Administrativas,Ingeniería en Informática,2011 – 2015,37103,1
79247,Instituto Politécnico Nacional,"Engineer's degree, Computer Technology/Computer Systems Technology",2009 – 2013,37104,1
79248,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas,"Grado en Ingeniería, Biónica",2009 – 2017,37105,1
79249,Facultad de Ingeniería de la Universidad Autónoma del Estado de México,"Junio 2015, Ingeniería en Computación",2008 – 2014,37106,1
79250,Centro de investigación en Computación,"Master's degree, Ciencias de la computación",2012 – 2014,37107,2
79251,Instituto Politécnico Nacional,"Ingeniería, Ingeniería en biónica",2007 – 2012,37107,2
79252,Instituto Politécnico Nacional,"Master of Science (M.S.), Computer Engineering",2013 – 2015,37108,2
79253,Instituto Politécnico Nacional,"Bachelor of Engineering (B.Eng.), Computer Engineering",2007 – 2011,37108,2
79254,Instituto Tecnológico de Sonora,"Bachelor’s Degree, Computer Software Engineering",2012 – 2016,37109,1
79255,Universidad Nacional del Nordeste,Programador Universitario de Aplicaciónes,2013,37110,3
79256,UTN FRRe,"CCNA, Networking",2014 – 2016,37110,3
79257,Instituto Josefina Contte,"Inglés Nivel Intermedio, Idiomas",2001 – 2003,37110,3
79258,UPIICSA,"Ing en Sistemas, Sistemas de computo",1999 – 2003,37111,1
79259,Instituto Tecnológico Superior Progreso,"Electromechanical engineer, Electromechanical engineering",2010 – 2015,37112,1
79260,Tecnológico de Monterrey,"Bachelor in Computer Science and Technology, Computer Science",2014 – 2019,37113,3
79261,EPITA: Ecole d'Ingénieurs en Informatique,"Bachelor of Engineering - BE, Computer Science",2018 – 2018,37113,3
79262,International Baccalaureate,,2011 – 2014,37113,3
79263,"Tecnológico de Monterrey, campus Monterrey","Master, Business Administration",1998 – 2001,37114,6
79264,"Tecnológico de Monterrey, campus Monterrey","Engineer, Electronic Systems",1993 – 1997,37114,6
79265,"Tec de Monterrey, campus Monterrey","Diploma, Intelligent Systems (Artificial Intelligence).",1995 – 1997,37114,6
79266,"Tecnólogico de Monterrey, campus Monterrey","Project Management (Basic, Intermediate, Advanced), Project Management",1998 – 2004,37114,6
79267,"Tecnológico de Monterrey, Campus Monterrey","Professor, Pedagogy courses and teacher training",1998 – 2004,37114,6
79268,"Tecnológico de Monterrey, campus Monterrey","Master, Telecommunications and Networks",2001 – 2004,37114,6
79269,Universidad Autónoma Metropolitana,"Lic, Computación",1995 – 2000,37115,1
79270,Instituto tecnologico de zacatepec,Ingeniería de sistemas,2010 – 2015,37116,1
79271,DEV.F,"Master, UX/UI",May 2021 – August 2022,37117,3
79272,Universidad de Londres,"Seminario, Marketing Digital",2017 – 2018,37117,3
79273,Universidad de Londres,"Licenciatura, Diseño gráfico",2013 – 2016,37117,3
79274,Universidad Politécnica del Estado de Morelos (Upemor) de México,Informatics Engineer,2011 – 2014,37118,1
79275,Unidad Profesional Interdisciplinaria de Ingeniería y Ciencias Sociales y Administrativas,,2013 – 2018,37119,1
79276,Universidad Popular Autónoma del Estado de Puebla,"Licenciatura en Sistemas Computacionales, computational systems",2002 – 2007,37120,2
79277,UPAEP,Bachelor of Computer Systems,,37120,2
79278,Universidad Tecmilenio,"Master of Education - MEd, Educational/Instructional Technology",2015 – 2016,37121,2
79279,Universidad Autónoma de Nuevo León,"Bachelor of Engineering - BE, Information Technology",2006 – 2012,37121,2
79281,Instituto Politécnico Nacional,Ingenieria en comunicaciones y electronica,2013 – 2017,37122,2
79282,CECyT 3 Estanislao Ramirez Ruiz,Electric Control Systems Technician,2011 – 2013,37122,2
79283,Universidad Tecnológica de San Juan del Rio,"Ingeniería en Tecnologías de Información y Comunicación Area Sistemas Informáticos, Tecnología de la información",2015 – 2017,37123,2
79284,Universidad Tecnológica de San Juan del Río,"Técnico Superior Universitario, Tecnologías de Información y Comunicación",2013 – 2015,37123,2
79285,Universidad Mexicana,"Licenciatura, Tecnología informática/Tecnología de sistemas informáticos",,37124,1
79286,Universidad del Valle de México,"Licenciatura en Administracion de Empresas Turisticas, Administración/Gestión de servicios de hostelería",2009 – 2013,37125,1
79288,ipn esime culhuacan,"ingenieria en computacion, Ingeniería en computacion",1999 – 2003,37126,1
79289,Conalep,"Técnico en informática, Information Technology",1999 – 2002,37127,1
84137,Núcleo Paradigma,"Improvement, Organizational Behavior Management (OBM)",2009 – 2009,39445,4
79454,Autodidacta,"React Native Mobile Developer, Comunicación oral y retórica",2011 – 2017,37206,1
80199,Universidad de Guadalajara,Bachelor of psychology,2008 – 2013,37627,1
82465,Institute of Technology of Sonora,Ing. Software,2009 – 2013,38709,1
82832,Federal University of Rio Grande do Sul,Pharmacy,2014 – 2019,38864,1
83565,Universidad Tecnológica Nacional,Tecnicatura Universitaria en Programación,March 2021 – December 2022,39194,3
83566,EducacionIT,Curso de Software Tester QA,October 2020 – November 2020,39194,3
83567,Instituto Universitario Aeronáutico,"Licenciada, Recursos Humanos",February 2008 – December 2016,39194,3
84138,Federal University of São Carlos (UFSCar).,"Psychology Bachelor, Psychology",2005 – 2009,39445,4
84139,Colégio São Luis,,,39445,4
84140,PUC-SP,,,39445,4
84145,Universidade do Sul de Santa Catarina,"Bacharelado, Gestão de Sistemas de Informação",,39448,1
84152,Centro Universitário Central Paulista,"Bachelor's degree, Business Administration and Management, General",2011 – 2014,39453,1
84153,Universidade Positivo,Bacharelado em Sistemas de Informação,,39454,1
84157,Universidade Federal Rural de Pernambuco,"Licenciatura, Ciência da Computação",2017 – 2023,39456,1
84162,Universidade FUMEC,Ciência da Computação,,39459,1
84170,Universidade Católica de Brasília,"Pos graduação, Engenharia de Software",2020 – 2021,39465,2
84171,INSTITUTO FEDERAL DE GOIÁS,"Tecnologia em Análise e Desenvolvimento de Sistemas, Análise de Sistemas de Computação",2012 – 2016,39465,2
84172,Universidade de São Paulo,"Bachelor's degree, Mechatronics, Robotics, and Automation Engineering",2009 – 2013,39466,1
84663,Universidad de Buenos Aires,"Licenciatura en Relaciones del Trabajo, Ciencias Sociales",2018,39677,1
84454,Wyden Educacional,"Graduação , Análise e Desenvolvimento de Sistemas",2019 – 2020,39592,2
84455,Pontifícia Universidade Católica de Campinas,"Graduação, Gestão da Tecnologia da Informação",2018,39592,2
84460,IESE Business School,"Master of Business Administration - MBA, Executive MBA",2019 – 2021,39595,3
84461,Centro Universitário Católico Salesiano Auxilium - UniSALESIANO Araçatuba,"Audit of Health Procedures, Health/Health Care Administration/Management",2013 – 2015,39595,3
84462,Universidade Cruzeiro do Sul,"Bachelor's Degree, Farmacy",2006 – 2010,39595,3
84465,IMED | Oficial,"Bacharel, Ciência da Computação",2017 – August 2021,39597,2
84466,Senac RS,Técnico em informática,2014 – 2015,39597,2
84475,UNIASSELVI,"Pós-graduação Lato Sensu - MBA, Gestão de Projetos",2019 – 2021,39599,3
84476,INPG Business School,"Processos Gerenciais, Processamento de Dados",2016 – 2018,39599,3
84477,UNIASSELVI,"Finanças, Finanças",2006 – 2010,39599,3
84478,Universidade Federal de Minas Gerais,"Farmaceutica, Habilitação em Industria",2006 – 2011,39600,2
84479,Instituto Racine,"Pós-Graduação, Gestão e Tecnologia Industrial Farmacêutica - Engenharia Farmacêutica",2015 – 2016,39600,2
84480,Estácio,"Curso Superior de Tecnologia (CST), Análise e Desenvolvimento de Sistemas",2021 – 2023,39601,1
84481,Universidade Federal de Campina Grande,"Master's degree, Computer Software Engineering",2016 – 2018,39602,2
84482,Universidade Estadual da Paraíba,"Bachelor's degree, Computer Science",2012 – 2016,39602,2
84483,Ka Solution Tecnologia em Software Ltda.,"ITIL v3 - Foundations, Administração e Gerenciamento de Computação/Tecnologia da Informação",2017 – 2017,39603,3
84484,FECAP,"Gestão tributária, Gestão Tributária",2015 – 2017,39603,3
84485,Universidade Paulista / UNIP,"Mestrado em Administração de Empresas Comércio Exterior, Administração de Empresas com Ênfase em Comércio Exterior",2009 – 2013,39603,3
84490,Universidade Federal do ABC,"Bacharelado em Engenharia, Engenharia Biomédica/Médica",2012 – 2017,39606,1
84491,Estácio,"Graduação, Sistema de Informação",2020 – 2024,39607,1
85720,Instituto de Educação Superior da Paraíba,"Tecnólogo Superior, Computer Programming, Specific Applications",2015 – 2015,40166,1
85161,ITESO Universidad Jesuita de Guadalajara,"Master's degree, Communication of Science and Culture",2018 – 2020,39883,5
85162,Universidade Estadual de Campinas,"Master's degree Exchange , Social Sciences",2020 – 2020,39883,5
85163,University of Groningen,"Master's degree Exchange, Religion/Religious Studies",2020 – 2020,39883,5
85164,Universidade de Brasília,"Bachelor's degree, Social Sciences",2013 – 2017,39883,5
85165,Universidade de Brasília,"Licentiate degree, Social Sciences",2013 – 2017,39883,5
85166,Centro de Enseñanza Técnica Industrial,"Engineer's degree, MECHATRONICS ENGINEERING",2014 – 2018,39884,3
85167,Saturdays.AI,Machine Learning,March 2021 – June 2021,39884,3
85168,"CETIS 68 (Centro de Estudios Tecnológicos, Industrial y de Servicios)","Technician, ELECTRONIC TECHNICIAN",2011 – 2014,39884,3
85721,Universidade Paulista,"Gestão de Sistemas da Informação, Tecnologia",2008 – 2010,40167,1
85722,Universidade Estadual de Campinas,"Administração e gestão estratégica de empresas, Administração e Negócios",2015 – 2017,40168,3
85723,Faculdades Oswaldo Cruz,"Especialista, Ciências Toxicológicas",2012 – 2013,40168,3
85724,Universidade Estadual de Campinas,Farmácia,,40168,3
87128,Inter American University of Puerto Rico,"Master's degree, Accounting",2019 – 2021,40911,3
86823,Universidad Veritas,"Maestría en Diseño de la Interacción, Diseño de ingeniería",2014 – 2015,40774,4
86824,Universidad Latina de Costa Rica,"Licenciatura en Gestión de Negocios para las Tecnologías de Información, Tecnología de la información",2010 – 2012,40774,4
86825,Universidad Latina de Costa Rica,"Ingenieria en Software, Bachillerato",2004 – 2007,40774,4
86826,Cenfotec,"Técnico Desarrollador de Software, Tecnología de la información",2003 – 2004,40774,4
86827,FGV,"Post Graduation in Business Administration, Business Administration and Management, General",2014 – 2015,40775,4
86828,EF Education First,,2013 – 2013,40775,4
86829,Federal University of Maranhão,"Bachelor's degree, Computer Science",2007 – 2012,40775,4
86830,Centro Educacional Montessoriano Reino Infantil,High School,2000 – 2006,40775,4
87129,Universidad de Puerto Rico Recinto de Bayamon,"Bachelor’s Degree, Accounting and Finance",2011 – 2016,40911,3
87130,Universidad Complutense de Madrid,"National Student Exchange, Business Administration and Management, General",January 2014 – June 2014,40911,3
88455,UFU - Universidade Federal de Uberlândia,"Mestrado, Ciência da Computação",2017 – 2019,41561,2
88456,Centro Universitário de Patos de Minas,"Bacharelado, Sistemas de Informação",2011 – 2014,41561,2
88481,Universidad Abierta Interamericana,Ingenieria en Sistemas,2004 – 2009,41573,1
89258,FIA Business School,"Master of Business Administration - MBA, Big Data Analytics",May 2021 – April 2023,41949,3
89259,Universidade Presbiteriana Mackenzie,"Bacharelado, Sistemas de Informação",2012 – 2015,41949,3
89260,Colégio Agostiniano Mendel,Formação do Ensino Médio,2009 – 2011,41949,3
